Date,Open,High,Low,Close,Adj Close,Volume
2013-07-25,448.721558,451.817230,434.605377,441.192932,415.548889,7306140
2013-07-26,441.911133,447.607117,438.567810,440.895752,415.268982,4414433
2013-07-29,439.360291,445.105835,437.131439,438.691650,413.192993,4223349
2013-07-30,439.360291,441.812073,422.940948,424.649750,399.967255,5257883
2013-07-31,425.293640,435.719818,417.343994,431.930725,406.825043,7289738
2013-08-01,433.466187,437.280029,418.458435,421.009247,396.538330,5109421
2013-08-02,425.962311,431.881195,421.009247,424.649750,399.967255,5917313
2013-08-05,425.962311,432.351746,423.857269,426.730011,401.926575,5796036
2013-08-06,425.194580,428.042572,411.177460,416.576263,392.363068,5729756
2013-08-07,418.532715,436.784729,411.598450,432.128845,407.011627,8673806
2013-08-08,429.602783,432.128845,424.550690,428.760773,403.839325,5245967
2013-08-12,430.420044,432.326965,416.279083,418.854675,394.509033,4028370
2013-08-13,417.542114,425.937531,413.579681,422.445648,397.891296,5324325
2013-08-14,423.981079,429.924744,419.746216,428.438843,403.536041,5196608
2013-08-16,428.438843,429.429443,404.738495,409.468658,385.668579,12609054
2013-08-19,407.636017,413.084381,399.983551,406.273926,382.659515,7453286
2013-08-20,401.741882,411.499390,398.745300,408.799988,385.038757,5269817
2013-08-21,412.589081,413.431091,386.436951,388.121002,365.561737,7250788
2013-08-22,387.551392,400.528381,383.465118,399.265350,376.058319,10288567
2013-08-23,403.029694,408.478027,400.454102,405.902435,382.309601,6614304
2013-08-26,407.388367,411.821350,400.404572,407.437897,383.755829,4576248
2013-08-27,403.178284,408.577087,396.243988,397.853729,374.728729,6043286
2013-08-28,393.817017,405.431915,378.363495,402.088593,378.717468,11912762
2013-08-29,404.168884,422.693298,402.435303,418.656555,394.322388,14231655
2013-08-30,417.938354,425.962311,410.261139,422.916168,398.334442,9896292
2013-09-02,422.594238,440.821442,422.594238,439.211700,413.682770,9715700
2013-09-03,439.929901,441.663483,410.261139,411.598450,387.674561,7996351
2013-09-04,412.960541,428.215942,412.589081,420.687317,396.235138,6148837
2013-09-05,427.448212,430.791534,421.554077,427.225342,402.393188,6578286
2013-09-06,430.915344,432.648926,416.799164,429.924744,404.935638,6944793
2013-09-10,432.351746,442.579773,429.057953,440.994812,415.362244,8534870
2013-09-11,440.326141,442.257843,432.970856,439.707031,414.149292,6858283
2013-09-12,439.830841,446.269806,431.484955,433.589996,408.387878,8297432
2013-09-13,429.924744,437.701019,429.454193,432.401276,407.268219,4534678
2013-09-16,438.815460,439.682251,422.990479,426.829102,402.019928,5561268
2013-09-17,424.154449,427.943512,422.297058,425.045990,400.340454,5044239
2013-09-18,426.209961,433.391876,424.377319,431.881195,406.778381,6324507
2013-09-19,439.855621,443.768524,436.140808,441.118622,415.478882,8738734
2013-09-20,438.840240,446.269806,431.162994,436.809479,411.420197,8474287
2013-09-23,431.930725,436.363708,428.438843,433.069916,407.898010,4095813
2013-09-24,431.905975,438.122040,429.999054,433.193756,408.014679,5700881
2013-09-25,432.104095,433.342346,417.145874,420.538727,396.095215,8063566
2013-09-26,419.349976,421.083557,413.703491,415.189423,391.056824,9172301
2013-09-27,417.046814,423.238129,414.570282,416.006683,391.826569,5540985
2013-09-30,412.118530,418.285065,405.704315,407.338837,383.662537,7348375
2013-10-01,409.270538,411.053619,405.010895,406.868286,383.219330,4203648
2013-10-03,407.834137,420.464417,407.834137,419.498566,395.115509,4203488
2013-10-04,416.328613,425.813721,415.065582,423.188599,398.591003,4573394
2013-10-07,419.820526,422.197998,414.074982,418.062195,393.762573,5199129
2013-10-08,420.860657,423.337189,415.659973,418.507965,394.182465,5593060
2013-10-09,416.031433,429.751373,414.817932,426.408081,401.623413,5517055
2013-10-10,425.467010,427.349152,420.043396,425.962311,401.203522,4324826
2013-10-11,428.438843,429.924744,423.139069,427.621582,402.766327,4510285
2013-10-14,428.438843,433.391876,427.547272,431.063934,406.008636,5610446
2013-10-15,444.437164,445.105835,427.943512,429.825684,404.842346,10633750
2013-10-17,430.915344,439.830841,428.265472,436.041748,410.697144,8128633
2013-10-18,436.660889,449.736938,436.660889,448.572968,422.499939,10234853
2013-10-21,448.572968,453.451721,443.867584,452.312531,426.022156,6988768
2013-10-22,449.439758,451.198090,444.536255,447.854797,421.823517,4728607
2013-10-23,448.350098,450.331299,439.657501,444.164764,418.347961,4128159
2013-10-24,441.836823,451.222870,436.537079,438.097290,412.633179,5407439
2013-10-25,437.899139,442.208313,435.546448,439.335541,413.799408,4589959
2013-10-28,439.830841,448.176727,439.756561,441.192932,415.548889,7095266
2013-10-29,440.375671,447.730957,437.800079,444.189514,418.371307,6668965
2013-10-30,444.040924,447.210876,443.149384,444.858185,419.001068,4437219
2013-10-31,445.774506,454.690002,443.793274,453.055481,426.721893,9128343
2013-11-01,450.777069,458.924866,447.433777,449.860779,423.712952,5487655
2013-11-05,447.433777,456.522614,447.433777,450.578949,424.389343,5056001
2013-11-06,450.727539,455.631073,443.273224,445.081085,419.210999,4439539
2013-11-07,445.279205,448.647278,436.908539,438.790710,413.286316,4519284
2013-11-08,438.840240,439.830841,431.484955,433.862427,408.644440,4040793
2013-11-11,432.896576,436.908539,426.061371,427.893982,403.022949,4107915
2013-11-12,428.438843,431.707855,421.108307,422.297058,397.751312,5616361
2013-11-13,420.959717,426.655731,417.096344,418.235535,393.925842,3872692
2013-11-14,421.628387,427.943512,421.207367,421.826508,397.308105,3706479
2013-11-18,425.021210,434.753967,424.055389,433.268066,408.084625,5571764
2013-11-19,433.391876,438.295410,433.391876,435.051147,409.764069,3892698
2013-11-20,433.317596,437.354309,424.476379,427.200562,402.369812,6041338
2013-11-21,425.912781,425.962311,417.765015,419.820526,395.418732,5291418
2013-11-22,421.504547,424.203979,415.610443,417.913605,393.622650,3453001
2013-11-25,419.696686,424.402100,418.062195,421.851257,397.331421,4651182
2013-11-26,421.256897,424.377319,414.842712,416.675323,392.456360,6445301
2013-11-27,418.285065,420.761597,413.703491,415.040833,390.916870,5271168
2013-11-28,417.591644,424.179199,417.591644,419.993866,395.582001,5790300
2013-11-29,421.479797,424.228729,420.315826,422.594238,398.031250,4561538
2013-12-02,422.495178,427.423462,422.148468,423.634369,399.010895,3332837
2013-12-03,423.485779,428.686493,421.331207,426.903381,402.089905,4238703
2013-12-04,426.408081,429.677094,422.594238,424.005859,399.360809,4043235
2013-12-05,431.905975,434.382477,429.949493,431.410645,406.335205,5784625
2013-12-06,430.989655,433.218506,426.556671,429.280853,404.329163,3369441
2013-12-09,436.908539,439.830841,433.986237,435.348328,410.044006,5863282
2013-12-10,435.125458,440.177551,435.125458,438.171570,412.703156,4023615
2013-12-11,437.106659,438.320160,432.153625,437.156189,411.746826,2297148
2013-12-12,434.877808,435.868408,429.924744,431.014404,405.961975,2625949
2013-12-13,429.429443,429.974274,424.798340,428.290222,403.396118,4119399
2013-12-16,425.962311,427.076752,417.641174,418.557495,394.229126,4636282
2013-12-17,420.365356,422.445648,414.446472,415.659973,391.499969,4656266
2013-12-18,415.659973,427.869232,415.659973,425.937531,401.180206,5542546
2013-12-19,428.141632,428.141632,417.888824,423.015228,398.427765,6207421
2013-12-20,431.905975,444.783905,427.002441,443.372284,417.601563,9464725
2013-12-23,445.279205,450.232239,440.821442,443.917114,418.114685,7472593
2013-12-24,444.040924,448.251038,443.347504,444.808655,418.954437,3372075
2013-12-26,443.050323,445.774506,436.908539,439.607971,414.056030,6747066
2013-12-27,440.128021,442.753143,434.332947,435.298798,409.997314,3574114
2013-12-30,436.363708,440.747162,433.812897,439.385071,413.846039,4760614
2013-12-31,439.830841,444.907715,439.385071,443.397034,417.624817,2633322
2014-01-01,444.511475,444.907715,439.632721,440.227081,414.639160,2699496
2014-01-02,439.682251,443.793274,430.964874,433.391876,408.201263,2779905
2014-01-03,431.707855,432.574615,423.485779,428.067352,403.186188,5922841
2014-01-06,427.002441,427.572052,421.009247,423.460999,398.847595,6145266
2014-01-07,423.287659,425.937531,416.080963,417.096344,392.852905,7989240
2014-01-08,418.235535,424.649750,418.235535,420.538727,396.095215,5873245
2014-01-09,421.232147,422.891418,418.557495,421.355957,396.864899,3834687
2014-01-10,420.191986,434.035767,420.018646,425.045990,400.340454,6848648
2014-01-13,430.048584,437.354309,429.924744,436.066528,410.720459,5565035
2014-01-14,435.125458,438.122040,432.128845,436.611359,411.233551,5572863
2014-01-15,438.196350,443.297974,436.363708,438.567810,413.076355,5842783
2014-01-16,440.177551,442.455963,436.883789,438.914520,413.402954,8324700
2014-01-17,440.400452,444.239044,435.992218,438.221100,412.749817,7136269
2014-01-20,439.286011,440.326141,428.983673,430.791534,405.752014,7649848
2014-01-21,432.227905,432.698456,426.952911,427.472992,402.626434,4525635
2014-01-22,427.695862,433.565247,425.045990,432.128845,407.011627,3930929
2014-01-23,426.259491,431.559235,426.259491,428.835083,403.909363,6353622
2014-01-24,426.952911,433.218506,426.507141,429.751373,404.772339,5482165
2014-01-27,423.981079,426.358551,416.229553,417.616425,393.342743,5697602
2014-01-28,419.523346,423.981079,417.393524,418.458435,394.135803,5341304
2014-01-29,420.910187,422.247528,413.579681,414.372162,390.287018,5710675
2014-01-30,411.796570,413.010071,407.239777,408.626617,384.875458,6508090
2014-01-31,409.617249,412.811951,409.196228,411.672760,387.744507,5094198
2014-02-03,409.221008,411.004089,405.877686,406.595886,382.962769,3797110
2014-02-04,403.425934,409.443878,402.757263,406.917816,383.265961,5705177
2014-02-05,406.199646,406.893066,399.661621,404.788025,381.260010,5214233
2014-02-06,406.150116,408.180847,400.280731,404.094574,380.606812,4996430
2014-02-07,407.190247,408.032257,401.494232,403.401154,379.953766,3903851
2014-02-10,403.797394,408.923798,401.766663,407.115936,383.452576,4774310
2014-02-11,407.636017,408.626617,397.606079,398.844360,375.661774,5819129
2014-02-12,400.206451,407.091187,399.909271,405.109955,381.563232,4536031
2014-02-13,405.605255,405.605255,398.745300,399.909271,376.664795,3995344
2014-02-14,402.138123,408.131317,400.206451,407.165466,383.499176,4254449
2014-02-17,404.986145,407.140717,399.735901,402.336243,378.950714,4180498
2014-02-18,399.760681,405.085205,399.760681,402.757263,379.347260,2649597
2014-02-19,402.682953,406.150116,401.197052,402.311493,378.927368,2829058
2014-02-20,401.840942,403.029694,397.779449,398.943420,375.755127,3711149
2014-02-21,399.760681,404.168884,399.017700,401.940002,378.577515,2887269
2014-02-24,400.231201,403.648804,398.869110,402.361023,378.974060,3138488
2014-02-25,403.326874,404.168884,399.983551,401.469482,378.134338,3248652
2014-02-26,401.692352,404.589905,400.330261,401.543762,378.204285,6280112
2014-02-28,401.543762,403.846924,392.826385,396.219238,373.189240,8745362
2014-03-03,396.293518,399.612091,394.832397,397.928040,374.798706,5369772
2014-03-04,397.729919,403.500214,397.531799,402.658203,379.253937,4152138
2014-03-05,403.945984,405.159485,398.794830,399.711151,376.478210,5458460
2014-03-06,400.875092,408.329437,400.850342,407.363586,383.685791,4694648
2014-03-07,408.626617,432.896576,408.626617,430.618164,405.588806,15505096
2014-03-10,428.488373,447.582367,427.646332,438.567810,413.076355,15169257
2014-03-11,438.344940,439.731781,431.955505,433.268066,408.084625,5898052
2014-03-12,432.896576,437.304779,429.751373,431.584015,406.498474,4352584
2014-03-13,433.391876,443.174164,433.243286,435.645508,410.323883,7947870
2014-03-14,432.896576,440.796692,430.444824,438.914520,413.402954,7633460
2014-03-18,440.573792,450.133179,440.573792,444.016174,418.208038,8784579
2014-03-19,445.774506,450.678009,443.421814,447.260406,421.263672,7557704
2014-03-20,446.566986,449.489288,444.858185,448.746338,422.663239,13712058
2014-03-21,449.241638,452.386810,436.933319,438.741180,413.239685,10176519
2014-03-22,null,null,null,null,null,null
2014-03-24,441.440582,450.108429,441.366302,448.449158,422.383301,13298333
2014-03-25,435.373108,437.106659,432.153625,435.521698,410.207275,14444748
2014-03-26,436.487549,447.235657,436.438019,441.415833,415.758850,6373779
2014-03-27,443.223694,448.201508,441.861603,446.145996,420.214050,25570753
2014-03-28,445.774506,455.655823,445.774506,453.773682,427.398407,8615115
2014-03-31,453.823212,465.487640,452.312531,461.005127,434.209503,8653996
2014-04-01,463.605469,468.063232,460.286926,466.874481,439.737762,7218138
2014-04-02,468.063232,476.483398,464.645630,474.601257,447.015381,12359049
2014-04-03,473.907837,476.953949,465.784821,471.852325,444.426239,12253233
2014-04-04,471.530365,472.149506,466.354431,467.691742,440.507477,5775152
2014-04-07,467.567932,472.991516,462.788239,467.642212,440.460815,5955770
2014-04-09,470.539764,478.811340,469.128143,476.557709,448.858093,6202071
2014-04-10,477.820740,482.377533,476.582489,479.975311,452.077026,4914743
2014-04-11,476.632019,480.965912,470.836945,472.397156,444.939392,5395681
2014-04-15,470.539764,472.520966,463.902679,470.093994,442.770050,4275577
2014-04-16,468.806183,474.997498,464.645630,466.230591,439.131256,5713958
2014-04-17,468.063232,476.384338,467.468872,475.047028,447.435242,3620835
2014-04-21,480.421082,480.421082,473.561127,475.294678,447.668488,5453637
2014-04-22,475.492798,489.732819,473.561127,479.331421,451.470642,8921634
2014-04-23,479.950562,486.389526,477.597839,479.034241,451.190643,7055638
2014-04-24,479.034241,479.034241,479.034241,479.034241,451.190643,0
2014-04-25,479.455231,479.950562,468.558533,469.672974,442.373474,6115867
2014-04-28,470.440704,473.511597,466.255371,468.063232,440.857330,7665779
2014-04-29,468.583313,471.406525,464.596100,465.735291,438.664734,3874982
2014-04-30,467.518402,475.492798,460.187866,463.506409,436.565399,6641527
2014-05-02,465.586700,469.251953,458.652435,459.692566,432.973267,4186059
2014-05-05,458.157135,474.749847,458.157135,468.979553,441.720398,7014449
2014-05-06,469.499603,478.959930,469.326263,477.152069,449.417908,5719003
2014-05-07,475.542328,481.139282,474.031647,475.913818,448.251648,4878777
2014-05-08,477.028259,480.495392,470.911224,475.641388,447.995026,5514545
2014-05-09,473.412537,494.809692,473.412537,494.116272,465.396118,8515647
2014-05-12,492.778961,519.574951,492.382690,509.520264,479.904694,14236238
2014-05-13,515.117188,529.381958,512.393005,526.707336,496.092773,12397395
2014-05-14,527.004517,528.985718,515.662048,517.841370,487.742157,8941880
2014-05-15,517.841370,525.023315,514.745728,521.754272,491.427673,9629064
2014-05-16,539.932007,567.248047,526.063416,534.557922,508.069061,24290388
2014-05-19,540.377747,557.094299,538.346985,554.766357,527.276123,10982753
2014-05-20,558.654541,559.199341,532.799622,534.855103,508.351501,10387940
2014-05-21,534.855103,546.296631,531.833740,534.136902,507.668915,10149114
2014-05-22,537.901245,551.472595,537.257324,545.231750,518.214050,8650897
2014-05-23,550.556274,560.685242,545.826111,558.431641,530.759766,7645583
2014-05-26,560.932922,564.647705,532.452881,545.677551,518.637695,7417956
2014-05-27,546.321411,548.797974,532.502380,538.867065,512.164734,5202662
2014-05-28,539.684326,548.104492,537.282104,539.337646,512.611877,5238860
2014-05-29,541.120728,541.566467,529.159119,531.734680,505.385773,12764704
2014-05-30,537.405945,539.733887,525.023315,527.351257,501.219513,7981124
2014-06-02,532.329041,539.015686,527.648438,536.019104,509.457764,4064105
2014-06-03,536.563904,545.826111,533.616821,542.557129,515.671997,5018511
2014-06-04,541.195007,545.727051,533.072021,533.691162,507.245239,4073385
2014-06-05,534.186462,542.309448,527.128357,539.832947,513.082703,9218198
2014-06-06,548.500732,561.180542,546.866272,555.930359,528.382507,13530870
2014-06-09,559.694641,561.031982,550.828674,556.054138,528.500061,6229234
2014-06-10,559.917542,559.917542,545.058411,553.899597,526.452271,7273514
2014-06-11,554.741577,554.741577,541.120728,545.875671,518.826050,6998372
2014-06-12,544.117310,551.522095,536.960144,541.937988,515.083374,5430629
2014-06-13,544.984070,548.302612,531.313660,535.870483,509.316589,6759544
2014-06-16,536.910645,536.910645,523.611694,527.722717,501.572571,6632388
2014-06-17,524.082214,541.516968,524.082214,539.907227,513.153320,7303217
2014-06-18,538.891846,545.652771,525.345276,528.366638,502.184540,8866659
2014-06-19,531.957581,532.428101,510.956635,516.157349,490.580322,10672777
2014-06-20,518.039490,519.773071,512.269226,513.383606,487.944031,5932619
2014-06-23,513.631287,517.544189,507.192322,514.101807,488.626617,6815568
2014-06-24,517.593750,526.410156,517.593750,524.949036,498.936249,5487301
2014-06-25,523.859314,524.701355,519.153931,520.565552,494.770050,4875652
2014-06-26,507.687622,508.628723,498.623535,501.199127,476.363251,11297828
2014-06-27,500.258057,506.944672,498.871185,501.298187,476.457458,4257566
2014-06-30,501.521088,505.211090,495.304993,502.932709,478.010956,9532994
2014-07-01,503.824249,505.483521,498.747375,499.267456,474.527344,4454984
2014-07-02,503.725189,508.851593,501.248657,504.344330,479.352661,5673443
2014-07-03,505.211090,507.687622,497.038574,498.524475,473.821198,5342041
2014-07-04,497.781525,513.532227,496.939514,511.130005,485.802002,5979707
2014-07-07,511.650055,513.631287,505.706421,508.777313,483.565979,6469809
2014-07-08,508.182922,512.393005,490.351959,492.853241,468.430969,8069217
2014-07-09,496.295624,500.208527,491.590210,495.775543,471.208435,6877804
2014-07-10,495.428833,505.954071,485.918976,493.918152,469.443146,8583943
2014-07-11,492.927551,496.295624,477.300659,478.712280,454.990723,8207239
2014-07-14,479.752411,482.872833,474.749847,476.359589,452.754639,6352439
2014-07-15,477.176849,485.398895,477.003479,481.535522,457.674133,7081771
2014-07-16,482.427063,491.837860,482.427063,490.203369,465.912384,6441463
2014-07-17,489.361328,494.413452,485.547485,486.637177,462.522949,4350507
2014-07-18,485.398895,487.157227,480.099152,483.789154,459.816040,4307039
2014-07-21,495.304993,499.267456,492.853241,494.141052,469.654968,7839621
2014-07-22,497.286224,512.095825,495.849854,510.634705,485.331329,13148102
